MUNIC_RES,ANO,POPULACAO
RN,1995,212031
RN,1995,668119
RN,1995,31420
RN,1995,4524
RN,1995,4551
RN,1995,3799
RN,1995,4092
RN,1995,4064
RN,1995,18374
RN,1995,6855
RN,1995,2500
RN,1995,11773
RN,1995,22822
RN,1995,3562
RN,1995,2602
RN,1995,12003
RN,1995,13336
RN,1995,11592
RN,1995,2206
RN,1995,10963
RN,1995,6505
RN,1995,6300
RN,1995,7152
RN,1995,3607
RN,1995,2860
RN,1995,2612
RN,1995,4064
RN,1995,5750
RN,1995,5380
RN,1995,3172
RN,1995,31398
RN,1995,17033
RN,1995,2513
RN,1995,19737
RN,1995,3110
RN,1995,3578
RN,1995,2923
RN,1995,5762
RN,1995,30847
RN,1995,11620
RN,1995,3244
RN,1995,22254
RN,1995,14953
RN,1995,6939
RN,1995,8064
RN,1995,11497
RN,1995,5000
RN,1995,4399
RN,1995,2883
RN,1995,6222
RN,1995,8716
RN,1995,7419
RN,1995,11305
RN,1995,4548
RN,1995,2166
RN,1995,10745
RN,1995,10709
RN,1995,9363
RN,1995,6267
RN,1995,2095
RN,1995,29633
RN,1995,10891
RN,1995,9062
RN,1995,9276
RN,1995,8666
RN,1995,1369
RN,1995,2486
PB,1995,8373
PB,1995,7012
PB,1995,29977
PB,1995,22909
PB,1995,10729
PB,1995,14200
PB,1995,21667
PB,1995,18277
PB,1995,10331
PB,1995,17477
PB,1995,28282
PB,1995,6391
PB,1995,29536
PB,1995,5770
PB,1995,17426
PB,1995,5157
PB,1995,16741
PB,1995,7864
PB,1995,6102
PB,1995,1869
PB,1995,6063
PB,1995,9514
PB,1995,34106
PB,1995,5707
PB,1995,3952
PB,1995,13810
PB,1995,6021
PB,1995,16059
PB,1995,6201
PB,1995,7066
PB,1995,2918
PB,1995,18124
PB,1995,10200
PB,1995,52586
PB,1995,4540
PB,1995,5672
PB,1995,351606
PB,1995,2016
PB,1995,4911
PB,1995,25094
PB,1995,23341
PB,1995,7147
PB,1995,4125
PB,1995,14831
PB,1995,12256
PB,1995,6065
PB,1995,23278
PB,1995,7353
PB,1995,2547
PB,1995,13076
PB,1995,3287
PB,1995,7739
PB,1995,9790
PB,1995,7315
PB,1995,3198
PB,1995,29449
PB,1995,13510
PB,1995,2662
PB,1995,51924
PB,1995,13066
PB,1995,6198
PB,1995,6545
PB,1995,10282
PB,1995,22277
PB,1995,26331
PB,1995,20321
PB,1995,13756
PB,1995,9172
PB,1995,18443
PB,1995,9950
PB,1995,551640
PB,1995,7595
PB,1995,18556
PB,1995,6212
PB,1995,10774
PB,1995,5437
PB,1995,7072
PB,1995,3351
PB,1995,7395
PB,1995,4458
PB,1995,5988
PB,1995,53240
PB,1995,11646
PB,1995,22093
PB,1995,5374
PB,1995,13372
PB,1995,4131
PB,1995,4143
PB,1995,27198
PB,1995,10581
PB,1995,11691
PB,1995,7167
PB,1995,6521
PB,1995,3394
PB,1995,9057
PB,1995,3204
PB,1995,2669
PB,1995,3253
PB,1995,86762
PB,1995,11267
PB,1995,3840
PB,1995,6816
PB,1995,16341
PB,1995,18997
PB,1995,14102
PB,1995,7921
PB,1995,10849
PB,1995,10126
PB,1995,14425
PB,1995,39313
PB,1995,3128
PB,1995,23728
PB,1995,17577
PB,1995,9140
PB,1995,2560
PB,1995,12467
PB,1995,7157
PB,1995,6254
PB,1995,13351
PB,1995,6636
PB,1995,7789
PB,1995,4648
PB,1995,23029
PB,1995,7494
PB,1995,3916
PB,1995,7389
PB,1995,5034
PB,1995,5666
PB,1995,17537
PB,1995,2652
PB,1995,3779
PB,1995,5969
PB,1995,8231
PB,1995,4179
PB,1995,9252
PB,1995,4412
PB,1995,62448
PB,1995,8280
PB,1995,13170
PB,1995,2608
PB,1995,7263
PB,1995,9262
PB,1995,33570
PB,1995,11958
PB,1995,81161
PB,1995,17330
PB,1995,10082
PB,1995,15285
PB,1995,14684
PB,1995,18001
PB,1995,10859
PB,1995,20032
PB,1995,17456
PB,1995,2089
PE,1995,31608
PE,1995,13759
PE,1995,18607
PE,1995,25705
PE,1995,39065
PE,1995,11394
PE,1995,37133
PE,1995,22791
PE,1995,20285
PE,1995,8490
PE,1995,66026
PE,1995,60785
PE,1995,10674
PE,1995,44212
PE,1995,12621
PE,1995,22651
PE,1995,66106
PE,1995,10912
PE,1995,53099
PE,1995,29540
PE,1995,40823
PE,1995,37479
PE,1995,35692
PE,1995,8464
PE,1995,7511
PE,1995,33304
PE,1995,12638
PE,1995,38829
PE,1995,24833
PE,1995,17027
PE,1995,22012
PE,1995,9702
PE,1995,7369
PE,1995,14852
PE,1995,24201
PE,1995,18751
PE,1995,11203
PE,1995,57045
PE,1995,226966
PE,1995,32661
PE,1995,9648
PE,1995,11678
PE,1995,15718
PE,1995,19080
PE,1995,15735
PE,1995,12839
PE,1995,17468
PE,1995,23511
PE,1995,29265
PE,1995,14664
PE,1995,56875
PE,1995,31453
PE,1995,19158
PE,1995,1806
PE,1995,11087
PE,1995,21477
PE,1995,21208
PE,1995,14298
PE,1995,20353
PE,1995,108596
PE,1995,26399
PE,1995,66557
PE,1995,6122
PE,1995,63792
PE,1995,18591
PE,1995,29990
PE,1995,7337
PE,1995,10925
PE,1995,24757
PE,1995,4306
PE,1995,22000
PE,1995,3157
PE,1995,26728
PE,1995,37326
PE,1995,15192
PE,1995,15067
PE,1995,14654
PE,1995,28413
PE,1995,16238
PE,1995,8368
PE,1995,12217
PE,1995,12867
PE,1995,11512
PE,1995,17732
PE,1995,11057
PE,1995,16263
PE,1995,30795
PE,1995,54388
PE,1995,21610
PE,1995,9153
PE,1995,22270
PE,1995,13306
PE,1995,26922
PE,1995,20925
PE,1995,11498
PE,1995,65510
PE,1995,57234
PE,1995,8079
PE,1995,26975
PE,1995,11096
PE,1995,20136
PE,1995,30191
PE,1995,19030
PE,1995,59784
PE,1995,35923
PE,1995,183662
PE,1995,9724
PE,1995,21556
PE,1995,11630
PE,1995,21437
PE,1995,1329768
PE,1995,18194
PE,1995,42561
PE,1995,34459
PE,1995,10803
PE,1995,6010
PE,1995,48982
PE,1995,14395
PE,1995,15236
PE,1995,10775
PE,1995,12251
PE,1995,41775
PE,1995,45778
PE,1995,11751
PE,1995,9890
PE,1995,9609
PE,1995,43821
PE,1995,31588
PE,1995,19179
PE,1995,16776
PE,1995,31462
PE,1995,29715
PE,1995,14656
PE,1995,73680
PE,1995,19277
PE,1995,31029
PE,1995,34506
PE,1995,11547
PE,1995,5618
PE,1995,61211
PE,1995,23549
PE,1995,12509
PE,1995,18638
PE,1995,17676
PE,1995,6599
PE,1995,7154
PE,1995,58316
PE,1995,16012
PE,1995,12108
PE,1995,20193
PE,1995,15822
PE,1995,19418
PE,1995,7618
PE,1995,12965
PE,1995,8251
PE,1995,8896
PE,1995,13832
PE,1995,28422
PE,1995,111246
PE,1995,10589
AL,1995,18662
AL,1995,16804
AL,1995,177957
AL,1995,37703
AL,1995,5551
AL,1995,13784
AL,1995,5633
AL,1995,7517
AL,1995,23482
AL,1995,7904
AL,1995,12685
AL,1995,20357
AL,1995,40780
AL,1995,10293
AL,1995,18719
AL,1995,18867
AL,1995,5836
AL,1995,7800
AL,1995,10045
AL,1995,17217
AL,1995,54610
AL,1995,19502
AL,1995,45709
AL,1995,10588
AL,1995,16537
AL,1995,19596
AL,1995,3657
AL,1995,11845
AL,1995,29375
AL,1995,17098
AL,1995,26853
AL,1995,19944
AL,1995,15643
AL,1995,5049
AL,1995,7519
AL,1995,7954
AL,1995,4903
AL,1995,26840
AL,1995,16761
AL,1995,23517
AL,1995,16828
AL,1995,20003
AL,1995,703096
AL,1995,17750
AL,1995,16872
AL,1995,11143
AL,1995,14654
AL,1995,3773
AL,1995,27211
AL,1995,22380
AL,1995,7658
AL,1995,6301
AL,1995,29522
AL,1995,14249
AL,1995,16100
AL,1995,7193
AL,1995,4200
AL,1995,10384
AL,1995,9581
AL,1995,4068
AL,1995,69541
AL,1995,22761
AL,1995,8636
AL,1995,14903
AL,1995,6773
AL,1995,57943
AL,1995,18514
AL,1995,30910
AL,1995,3567
AL,1995,16076
AL,1995,11777
AL,1995,23305
AL,1995,9414
AL,1995,18581
AL,1995,11164
AL,1995,8349
AL,1995,37091
AL,1995,11761
AL,1995,6008
AL,1995,22101
AL,1995,28175
AL,1995,33006
AL,1995,53558
AL,1995,4922
AL,1995,26094
AL,1995,9955
AL,1995,7754
AL,1995,17790
AL,1995,32899
AL,1995,24003
AL,1995,59021
AL,1995,23045
SE,1995,1958
SE,1995,16444
SE,1995,437543
SE,1995,10909
SE,1995,11682
SE,1995,24361
SE,1995,6560
SE,1995,13976
SE,1995,3747
SE,1995,12642
SE,1995,26059
SE,1995,15316
SE,1995,5182
SE,1995,12045
SE,1995,3225
SE,1995,63109
SE,1995,4469
SE,1995,10701
SE,1995,10244
SE,1995,5021
SE,1995,6975
SE,1995,12789
SE,1995,68630
SE,1995,32059
SE,1995,4890
SE,1995,21513
SE,1995,13802
SE,1995,11623
SE,1995,76363
SE,1995,5143
SE,1995,2580
SE,1995,10592
SE,1995,9430
SE,1995,9984
SE,1995,6957
SE,1995,8403
SE,1995,24371
SE,1995,20351
SE,1995,4832
SE,1995,11977
SE,1995,2277
SE,1995,8096
SE,1995,4586
SE,1995,5329
SE,1995,21334
SE,1995,18750
SE,1995,23674
SE,1995,26558
SE,1995,16880
SE,1995,14614
SE,1995,18420
SE,1995,10477
SE,1995,6176
SE,1995,3481
SE,1995,11706
SE,1995,8226
SE,1995,2248
SE,1995,3169
SE,1995,34079
SE,1995,39775
SE,1995,11395
SE,1995,16079
BA,1995,8484
BA,1995,12145
BA,1995,13292
BA,1995,15272
BA,1995,14582
BA,1995,11586
BA,1995,6408
BA,1995,123455
BA,1995,17161
BA,1995,10304
BA,1995,28964
BA,1995,24237
BA,1995,16935
BA,1995,44167
BA,1995,15153
BA,1995,18944
BA,1995,17710
BA,1995,7909
BA,1995,18871
BA,1995,10937
BA,1995,15682
BA,1995,16698
BA,1995,9140
BA,1995,15942
BA,1995,9903
BA,1995,50696
BA,1995,7400
BA,1995,13125
BA,1995,7861
BA,1995,15394
BA,1995,22291
BA,1995,11844
BA,1995,41139
BA,1995,19028
BA,1995,26412
BA,1995,15348
BA,1995,9751
BA,1995,103581
BA,1995,13429
BA,1995,11263
BA,1995,21390
BA,1995,14743
BA,1995,16281
BA,1995,13039
BA,1995,17250
BA,1995,54687
BA,1995,10865
BA,1995,15193
BA,1995,12344
BA,1995,19546
BA,1995,10319
BA,1995,13833
BA,1995,11953
BA,1995,14704
BA,1995,60785
BA,1995,21472
BA,1995,12927
BA,1995,9407
BA,1995,16173
BA,1995,28430
BA,1995,18353
BA,1995,18884
BA,1995,11802
BA,1995,41732
BA,1995,15147
BA,1995,16946
BA,1995,17612
BA,1995,36295
BA,1995,33950
BA,1995,27774
BA,1995,66025
BA,1995,9535
BA,1995,22256
BA,1995,35103
BA,1995,10397
BA,1995,13000
BA,1995,25077
BA,1995,32854
BA,1995,15326
BA,1995,18913
BA,1995,20918
BA,1995,17260
BA,1995,19747
BA,1995,7089
BA,1995,28584
BA,1995,49795
BA,1995,26246
BA,1995,3295
BA,1995,44884
BA,1995,10436
BA,1995,15150
BA,1995,9307
BA,1995,28112
BA,1995,13667
BA,1995,32104
BA,1995,16082
BA,1995,16555
BA,1995,18639
BA,1995,55642
BA,1995,24371
BA,1995,16640
BA,1995,18442
BA,1995,4616
BA,1995,22603
BA,1995,11812
BA,1995,13679
BA,1995,18903
BA,1995,29773
BA,1995,12866
BA,1995,4574
BA,1995,17852
BA,1995,13420
BA,1995,48753
BA,1995,26467
BA,1995,13590
BA,1995,10022
BA,1995,3784
BA,1995,7889
BA,1995,23569
BA,1995,29468
BA,1995,24691
BA,1995,55083
BA,1995,78877
BA,1995,18815
BA,1995,6739
BA,1995,443497
BA,1995,18750
BA,1995,5353
BA,1995,13459
BA,1995,16355
BA,1995,28131
BA,1995,7884
BA,1995,11767
BA,1995,13594
BA,1995,9219
BA,1995,8271
BA,1995,73339
BA,1995,24941
BA,1995,10984
BA,1995,26194
BA,1995,12266
BA,1995,29959
BA,1995,9666
BA,1995,15733
BA,1995,19252
BA,1995,13654
BA,1995,5658
BA,1995,28475
BA,1995,8034
BA,1995,23383
BA,1995,18765
BA,1995,17810
BA,1995,25674
BA,1995,9522
BA,1995,14915
BA,1995,14137
BA,1995,22276
BA,1995,253500
BA,1995,26640
BA,1995,15872
BA,1995,46760
BA,1995,64770
BA,1995,8536
BA,1995,6158
BA,1995,18976
BA,1995,18095
BA,1995,24594
BA,1995,56921
BA,1995,20206
BA,1995,57135
BA,1995,198517
BA,1995,20335
BA,1995,13803
BA,1995,15004
BA,1995,20521
BA,1995,7937
BA,1995,19133
BA,1995,9471
BA,1995,24441
BA,1995,64626
BA,1995,9096
BA,1995,23165
BA,1995,5900
BA,1995,22510
BA,1995,17421
BA,1995,11146
BA,1995,55266
BA,1995,26420
BA,1995,10540
BA,1995,6958
BA,1995,17306
BA,1995,10666
BA,1995,13389
BA,1995,35555
BA,1995,19878
BA,1995,17125
BA,1995,21177
BA,1995,12008
BA,1995,11764
BA,1995,13458
BA,1995,81348
BA,1995,41857
BA,1995,34819
BA,1995,14681
BA,1995,8739
BA,1995,153766
BA,1995,42990
BA,1995,12478
BA,1995,22165
BA,1995,20441
BA,1995,16498
BA,1995,14435
BA,1995,8209
BA,1995,10536
BA,1995,5279
BA,1995,12225
BA,1995,18875
BA,1995,3700
BA,1995,6033
BA,1995,6881
BA,1995,10583
BA,1995,22252
BA,1995,8401
BA,1995,14524
BA,1995,36513
BA,1995,10793
BA,1995,13572
BA,1995,35715
BA,1995,6561
BA,1995,11519
BA,1995,8068
BA,1995,20130
BA,1995,15680
BA,1995,7497
BA,1995,17114
BA,1995,10933
BA,1995,28868
BA,1995,38048
BA,1995,18616
BA,1995,15213
BA,1995,20791
BA,1995,9154
BA,1995,22349
BA,1995,26106
BA,1995,9357
BA,1995,15104
BA,1995,7936
BA,1995,54517
BA,1995,7458
BA,1995,32830
BA,1995,13691
BA,1995,11447
BA,1995,18141
BA,1995,15302
BA,1995,34498
BA,1995,6320
BA,1995,9146
BA,1995,21803
BA,1995,26823
BA,1995,13686
BA,1995,9897
BA,1995,13900
BA,1995,11570
BA,1995,11633
BA,1995,10627
BA,1995,25500
BA,1995,28590
BA,1995,10489
BA,1995,11753
BA,1995,22836
BA,1995,21746
BA,1995,7254
BA,1995,12978
BA,1995,21788
BA,1995,7356
BA,1995,20524
BA,1995,25708
BA,1995,25515
BA,1995,15681
BA,1995,92087
BA,1995,18809
BA,1995,6603
BA,1995,16483
BA,1995,18864
BA,1995,33019
BA,1995,17636
BA,1995,26887
BA,1995,10084
BA,1995,15322
BA,1995,10482
BA,1995,27031
BA,1995,10642
BA,1995,24241
BA,1995,40222
BA,1995,24808
BA,1995,18945
BA,1995,38755
BA,1995,10068
BA,1995,24970
BA,1995,14261
BA,1995,14983
BA,1995,20450
BA,1995,24645
BA,1995,25470
BA,1995,15509
BA,1995,22690
BA,1995,36551
BA,1995,11649
BA,1995,20898
BA,1995,42052
BA,1995,28172
BA,1995,14373
BA,1995,45193
BA,1995,11258
BA,1995,14155
BA,1995,13734
BA,1995,12475
BA,1995,31064
BA,1995,4165
BA,1995,29461
BA,1995,9157
BA,1995,2262731
BA,1995,17277
BA,1995,14800
BA,1995,6333
BA,1995,6448
BA,1995,10676
BA,1995,32568
BA,1995,16404
BA,1995,44150
BA,1995,25495
BA,1995,9042
BA,1995,24728
BA,1995,8587
BA,1995,55973
BA,1995,71929
BA,1995,39343
BA,1995,20192
BA,1995,11383
BA,1995,20718
BA,1995,19732
BA,1995,25101
BA,1995,9712
BA,1995,15702
BA,1995,9024
BA,1995,14102
BA,1995,8256
BA,1995,12683
BA,1995,42330
BA,1995,10069
BA,1995,93274
BA,1995,35258
BA,1995,27829
BA,1995,18004
BA,1995,17112
BA,1995,80812
BA,1995,11405
BA,1995,8431
BA,1995,12782
BA,1995,20555
BA,1995,20252
BA,1995,11630
BA,1995,19482
BA,1995,14100
BA,1995,10588
BA,1995,18807
BA,1995,15247
BA,1995,95770
BA,1995,9305
BA,1995,23799
BA,1995,13846
BA,1995,11816
BA,1995,22423
BA,1995,49561
BA,1995,25880
BA,1995,21441
BA,1995,22410
BA,1995,26767
BA,1995,14443
BA,1995,12851
BA,1995,24479
BA,1995,16944
BA,1995,34396
BA,1995,18809
BA,1995,71156
BA,1995,18372
BA,1995,13531
BA,1995,9336
BA,1995,18241
BA,1995,9595
BA,1995,24423
BA,1995,8639
BA,1995,242647
BA,1995,8678
BA,1995,14465
BA,1995,17689
BA,1995,42922
MG,1995,6230
MG,1995,21430
MG,1995,19150
MG,1995,3707
MG,1995,24156
MG,1995,15209
MG,1995,1719
MG,1995,3231
MG,1995,22033
MG,1995,20634
MG,1995,25703
MG,1995,6349
MG,1995,2621
MG,1995,2650
MG,1995,32041
MG,1995,56681
MG,1995,34898
MG,1995,6991
MG,1995,20633
MG,1995,12032
MG,1995,13657
MG,1995,5971
MG,1995,15493
MG,1995,3873
MG,1995,6301
MG,1995,30521
MG,1995,8871
MG,1995,12053
MG,1995,9425
MG,1995,2279
MG,1995,2043
MG,1995,2282
MG,1995,35038
MG,1995,94555
MG,1995,2508
MG,1995,8420
MG,1995,2960
MG,1995,5889
MG,1995,75193
MG,1995,7340
MG,1995,29489
MG,1995,11606
MG,1995,2939
MG,1995,18374
MG,1995,11822
MG,1995,17391
MG,1995,5495
MG,1995,8680
MG,1995,20778
MG,1995,5578
MG,1995,4370
MG,1995,21824
MG,1995,5961
MG,1995,103536
MG,1995,9000
MG,1995,18255
MG,1995,4017
MG,1995,2097311
MG,1995,7001
MG,1995,17922
MG,1995,10690
MG,1995,4656
MG,1995,11643
MG,1995,2905
MG,1995,35509
MG,1995,4744
MG,1995,48731
MG,1995,37999
MG,1995,5984
MG,1995,2953
MG,1995,5126
MG,1995,17693
MG,1995,9550
MG,1995,16654
MG,1995,7263
MG,1995,13950
MG,1995,15963
MG,1995,14404
MG,1995,7309
MG,1995,46591
MG,1995,5600
MG,1995,6252
MG,1995,13224
MG,1995,10906
MG,1995,9887
MG,1995,19808
MG,1995,12358
MG,1995,3897
MG,1995,9658
MG,1995,2272
MG,1995,4901
MG,1995,11933
MG,1995,3939
MG,1995,18162
MG,1995,19589
MG,1995,11921
MG,1995,3058
MG,1995,12700
MG,1995,17632
MG,1995,19520
MG,1995,47891
MG,1995,11677
MG,1995,4297
MG,1995,11235
MG,1995,24804
MG,1995,5471
MG,1995,17157
MG,1995,5800
MG,1995,13759
MG,1995,8473
MG,1995,4932
MG,1995,32630
MG,1995,7559
MG,1995,15601
MG,1995,4332
MG,1995,12587
MG,1995,7296
MG,1995,8103
MG,1995,23423
MG,1995,3291
MG,1995,20256
MG,1995,33365
MG,1995,89554
MG,1995,8150
MG,1995,5568
MG,1995,22638
MG,1995,2132
MG,1995,11029
MG,1995,10598
MG,1995,11697
MG,1995,14933
MG,1995,28338
MG,1995,18745
MG,1995,14630
MG,1995,9532
MG,1995,4576
MG,1995,2660
MG,1995,4491
MG,1995,1990
MG,1995,2715
MG,1995,15256
MG,1995,4026
MG,1995,62530
MG,1995,3490
MG,1995,20190
MG,1995,1333
MG,1995,6183
MG,1995,14789
MG,1995,5590
MG,1995,15964
MG,1995,6206
MG,1995,8329
MG,1995,19143
MG,1995,5671
MG,1995,10713
MG,1995,2818
MG,1995,10608
MG,1995,9487
MG,1995,2575
MG,1995,14209
MG,1995,4954
MG,1995,18199
MG,1995,10588
MG,1995,7968
MG,1995,7586
MG,1995,4581
MG,1995,7009
MG,1995,95787
MG,1995,29717
MG,1995,1764
MG,1995,9545
MG,1995,33860
MG,1995,8545
MG,1995,3130
MG,1995,25346
MG,1995,10919
MG,1995,26839
MG,1995,9521
MG,1995,3236
MG,1995,4154
MG,1995,7917
MG,1995,4276
MG,1995,9160
MG,1995,5059
MG,1995,4259
MG,1995,10356
MG,1995,4630
MG,1995,3169
MG,1995,12093
MG,1995,61130
MG,1995,5028
MG,1995,8139
MG,1995,6772
MG,1995,4126
MG,1995,6549
MG,1995,3352
MG,1995,47646
MG,1995,3957
MG,1995,10262
MG,1995,2861
MG,1995,21974
MG,1995,5068
MG,1995,6192
MG,1995,162464
MG,1995,5258
MG,1995,6080
MG,1995,6132
MG,1995,4760
MG,1995,10139
MG,1995,2964
MG,1995,5137
MG,1995,7512
MG,1995,5463
MG,1995,13394
MG,1995,5099
MG,1995,1186
MG,1995,1505
MG,1995,5912
MG,1995,20067
MG,1995,8912
MG,1995,8091
MG,1995,5027
MG,1995,11820
MG,1995,16110
MG,1995,21019
MG,1995,31703
MG,1995,4178
MG,1995,9337
MG,1995,2604
MG,1995,3786
MG,1995,7193
MG,1995,10178
MG,1995,15358
MG,1995,2185
MG,1995,2951
MG,1995,6205
MG,1995,3028
MG,1995,6214
MG,1995,12354
MG,1995,3116
MG,1995,14058
MG,1995,9714
MG,1995,5109
MG,1995,66421
MG,1995,7698
MG,1995,2436
MG,1995,17794
MG,1995,3705
MG,1995,25242
MG,1995,6724
MG,1995,6952
MG,1995,8182
MG,1995,4897
MG,1995,44554
MG,1995,2702
MG,1995,10435
MG,1995,3687
MG,1995,6381
MG,1995,12293
MG,1995,241615
MG,1995,19719
MG,1995,1203
MG,1995,26075
MG,1995,11983
MG,1995,10489
MG,1995,17437
MG,1995,8135
MG,1995,6129
MG,1995,42604
MG,1995,7137
MG,1995,5803
MG,1995,10246
MG,1995,7331
MG,1995,5442
MG,1995,13782
MG,1995,4908
MG,1995,18973
MG,1995,7589
MG,1995,8617
MG,1995,2719
MG,1995,2559
MG,1995,10070
MG,1995,6401
MG,1995,8942
MG,1995,9424
MG,1995,6441
MG,1995,5198
MG,1995,2280
MG,1995,34122
MG,1995,18409
MG,1995,189657
MG,1995,3920
MG,1995,8026
MG,1995,4771
MG,1995,92074
MG,1995,9847
MG,1995,34515
MG,1995,6532
MG,1995,23420
MG,1995,11054
MG,1995,8738
MG,1995,80681
MG,1995,33671
MG,1995,3552
MG,1995,20604
MG,1995,2620
MG,1995,9365
MG,1995,10759
MG,1995,11678
MG,1995,12024
MG,1995,21088
MG,1995,11147
MG,1995,22579
MG,1995,5725
MG,1995,11346
MG,1995,71411
MG,1995,6411
MG,1995,21982
MG,1995,6191
MG,1995,87608
MG,1995,28002
MG,1995,4447
MG,1995,13173
MG,1995,12303
MG,1995,6689
MG,1995,18860
MG,1995,18949
MG,1995,4536
MG,1995,57116
MG,1995,85160
MG,1995,14589
MG,1995,9682
MG,1995,5104
MG,1995,22612
MG,1995,4391
MG,1995,18202
MG,1995,6661
MG,1995,63823
MG,1995,51746
MG,1995,4223
MG,1995,9866
MG,1995,5203
MG,1995,411290
MG,1995,6131
MG,1995,7034
MG,1995,16784
MG,1995,7801
MG,1995,33144
MG,1995,4164
MG,1995,10481
MG,1995,15383
MG,1995,5880
MG,1995,17850
MG,1995,16648
MG,1995,3610
MG,1995,5708
MG,1995,6713
MG,1995,70871
MG,1995,48106
MG,1995,5801
MG,1995,14803
MG,1995,6891
MG,1995,6221
MG,1995,4983
MG,1995,17022
MG,1995,7113
MG,1995,31810
MG,1995,3776
MG,1995,34173
MG,1995,7238
MG,1995,30931
MG,1995,73527
MG,1995,21647
MG,1995,33116
MG,1995,5598
MG,1995,10418
MG,1995,14623
MG,1995,41065
MG,1995,4464
MG,1995,2311
MG,1995,2975
MG,1995,12721
MG,1995,6066
MG,1995,4437
MG,1995,18904
MG,1995,11890
MG,1995,15398
MG,1995,21446
MG,1995,25389
MG,1995,3573
MG,1995,2818
MG,1995,21153
MG,1995,10634
MG,1995,10024
MG,1995,7405
MG,1995,36172
MG,1995,3684
MG,1995,17500
MG,1995,10594
MG,1995,14862
MG,1995,3865
MG,1995,5700
MG,1995,2797
MG,1995,7540
MG,1995,15965
MG,1995,19273
MG,1995,31485
MG,1995,14271
MG,1995,37327
MG,1995,19483
MG,1995,273513
MG,1995,18592
MG,1995,6722
MG,1995,6895
MG,1995,3255
MG,1995,3683
MG,1995,6044
MG,1995,90975
MG,1995,27308
MG,1995,18528
MG,1995,3806
MG,1995,43519
MG,1995,4407
MG,1995,7166
MG,1995,24932
MG,1995,18935
MG,1995,4202
MG,1995,10887
MG,1995,12599
MG,1995,19266
MG,1995,30577
MG,1995,2307
MG,1995,1749
MG,1995,33377
MG,1995,2206
MG,1995,3121
MG,1995,32904
MG,1995,67237
MG,1995,7603
MG,1995,17949
MG,1995,5023
MG,1995,8021
MG,1995,1346
MG,1995,6769
MG,1995,7142
MG,1995,10857
MG,1995,67517
MG,1995,65816
MG,1995,17091
MG,1995,14775
MG,1995,18256
MG,1995,1600
MG,1995,13890
MG,1995,8242
MG,1995,2295
MG,1995,91015
MG,1995,108369
MG,1995,65343
MG,1995,4496
MG,1995,8387
MG,1995,5828
MG,1995,16065
MG,1995,20332
MG,1995,22859
MG,1995,4204
MG,1995,3790
MG,1995,1735
MG,1995,11394
MG,1995,8588
MG,1995,4680
MG,1995,1610
MG,1995,2745
MG,1995,3292
MG,1995,4594
MG,1995,11121
MG,1995,16885
MG,1995,4395
MG,1995,2874
MG,1995,4159
MG,1995,4832
MG,1995,4365
MG,1995,7200
MG,1995,5815
MG,1995,3145
MG,1995,16512
MG,1995,49853
MG,1995,8817
MG,1995,21697
MG,1995,26822
MG,1995,7014
MG,1995,14313
MG,1995,117585
MG,1995,10802
MG,1995,21887
MG,1995,58709
MG,1995,57979
MG,1995,9543
MG,1995,14155
MG,1995,88019
MG,1995,6091
MG,1995,7453
MG,1995,26499
MG,1995,9499
MG,1995,2529
MG,1995,6161
MG,1995,4081
MG,1995,3125
MG,1995,16620
MG,1995,7698
MG,1995,2807
MG,1995,28674
MG,1995,10525
MG,1995,10055
MG,1995,17011
MG,1995,4607
MG,1995,7787
MG,1995,10567
MG,1995,15291
MG,1995,2500
MG,1995,6192
MG,1995,7159
MG,1995,4508
MG,1995,11580
MG,1995,9117
MG,1995,43834
MG,1995,14167
MG,1995,15048
MG,1995,16037
MG,1995,5721
MG,1995,1562
MG,1995,3616
MG,1995,9651
MG,1995,10390
MG,1995,16631
MG,1995,21137
MG,1995,51355
MG,1995,7473
MG,1995,27890
MG,1995,6399
MG,1995,5260
MG,1995,6166
MG,1995,5164
MG,1995,4890
MG,1995,8363
MG,1995,13265
MG,1995,10808
MG,1995,5500
MG,1995,17796
MG,1995,7089
MG,1995,3647
MG,1995,8885
MG,1995,1774
MG,1995,3877
MG,1995,9824
MG,1995,3440
MG,1995,3941
MG,1995,9360
MG,1995,4915
MG,1995,6918
MG,1995,3864
MG,1995,5849
MG,1995,28305
MG,1995,2897
MG,1995,15994
MG,1995,14247
MG,1995,3319
MG,1995,4402
MG,1995,4229
MG,1995,11664
MG,1995,19337
MG,1995,1998
MG,1995,3744
MG,1995,46577
MG,1995,2724
MG,1995,18929
MG,1995,54266
MG,1995,6370
MG,1995,5116
MG,1995,6591
MG,1995,7947
MG,1995,5242
MG,1995,9399
MG,1995,8064
MG,1995,7986
MG,1995,20314
MG,1995,20403
MG,1995,5542
MG,1995,2708
MG,1995,26075
MG,1995,75354
MG,1995,7418
MG,1995,3955
MG,1995,7836
MG,1995,31104
MG,1995,15545
MG,1995,23051
MG,1995,3519
MG,1995,2867
MG,1995,4037
MG,1995,5921
MG,1995,10586
MG,1995,2115
MG,1995,32127
MG,1995,6539
MG,1995,5128
MG,1995,9908
MG,1995,9388
MG,1995,7837
MG,1995,6288
MG,1995,4121
MG,1995,12961
MG,1995,5113
MG,1995,52759
MG,1995,2012
MG,1995,9988
MG,1995,6664
MG,1995,5902
MG,1995,5377
MG,1995,4415
MG,1995,4409
MG,1995,4398
